locode,name,country_code,function,lat,lon,status
JPIUH,"Inokuchi, Ehime",JP,1-------,,,AF
JPINK,"Inokushi, Oita",JP,1-------,,,AF
JPIND,Inonada,JP,1-------,,,AF
JPING,Inugaura,JP,1-------,,,AF
JPINZ,Inujima,JP,1-------,,,AF
JPIRK,Irago,JP,1-------,,,AF
JPISY,Isahaya,JP,1-------,,,AF
JPISE,Ise,JP,1-------,,,AF
JPISK,Iseki,JP,1-------,,,AF
JPISB,Ishiba,JP,1-------,,,AF
JPISD,Ishida,JP,1-------,,,AF
JPISG,Ishigaki,JP,1-------,24.3333,124.15,AF
JPISI,Ishikari,JP,1-------,,,AF
JPICW,Ishikariwan Shinko,JP,1-------,43.35,141.5,RL
JPIKW,Ishikawa,JP,1-3-----,26.4167,127.8167,RL
JPISH,Ishima,JP,1-------,,,AF
JPISM,Ishinomaki,JP,1-------,,,AF
JPISC,Ishiwaki,JP,1-------,,,AF
JPISX,Isozaki,JP,1-------,,,AF
JPISA,Issai,JP,1-------,,,AF
JPIKJ,Isshiki,JP,1-------,,,AF
JPKYR,Isso,JP,1-------,,,AF
JPISU,Isuwan,JP,1-------,,,AF
JPITK,Itako,JP,1-------,,,AF
JPITU,"Itoh, Shimane",JP,1-------,,,AF
JPITJ,"Itoh, Shizuoka",JP,1-------,,,AF
JPITO,Itozaki,JP,1-------,,,AF
JPITS,Itsukushima,JP,1-------,,,AF
JPIWH,Iwafune,JP,1-------,,,AF
JPIWG,"Iwagi,Ehime",JP,1-------,,,AF
JPIWI,Iwaki,JP,1-------,,,AF
JPIWK,Iwakuni,JP,1-------,,,AF
JPIWA,Iwamatsu,JP,1-------,,,AF
JPIWN,Iwanai,JP,1-------,,,AF
JPIWY,Iwaya,JP,1-------,,,AF
JPIDM,Iwayadomari,JP,1-------,,,AF
JPIOU,"Iwojima, Kagoshima",JP,1-------,,,AF
JPIWT,"Iwojima, Nagasaki",JP,1-------,,,AF
JPIYA,Iya,JP,1-------,,,AF
JPIYO,Iyo,JP,1-------,,,AF
JPIYM,Iyomishima,JP,1-------,,,AF
JPIZH,Izuhara,JP,1-------,,,AF
JPIZU,Izuka,JP,1-------,,,AF
JPIZM,"Izumi, Aichi",JP,1-------,,,AF
JPIZI,"Izumi, Nagasaki",JP,1-------,,,AF
JPIZS,Izumisano,JP,1-------,,,AF
JPIZO,Izumo,JP,1--4----,,,AF
JPJTS,Joetsu,JP,123-----,37.15,138.2333,RL
JPJKW,Jokawauchi,JP,1-------,,,AF
JPJON,Jonoshita,JP,1-------,,,AF
JPKAB,Kabanoki,JP,1-------,,,AF
JPKBM,Kabashima,JP,1-------,,,AF
JPKAA,Kada,JP,1-------,,,AF
JPKDW,Kadokawa,JP,1-------,,,AF
JPKDO,Kadokura,JP,1-------,,,AF
JPKBK,Kafuka,JP,1-------,,,AF
JPKAF,Kafuri,JP,1-------,,,AF
JPKJG,"Kaga, Shimane",JP,1-------,,,AF
JPKGM,Kagami,JP,1-------,,,AF
JPKOJ,Kagoshima,JP,1--4----,,,AF
JPKGT,Kaigata,JP,1-------,,,AF
JPKAI,Kainan,JP,1-------,,,AF
JPKAD,Kaita,JP,1-------,,,AF
JPKAZ,Kaizaki,JP,1-------,,,AF
JPKJK,Kajiki,JP,1-------,,,AF
JPKER,Kakeroma,JP,1-------,,,AF
JPKGA,Kakogawa,JP,1-------,,,AF
JPKAJ,"Kama, Shimane",JP,1-------,,,AF
JPKME,Kamae,JP,1-------,,,AF
JPKGR,Kamagari,JP,1-------,,,AF
JPKIS,Kamaishi,JP,1-------,,,AF
JPKEE,Kameike,JP,1-------,,,AF
JPKAM,Kametoku,JP,1-------,,,AF
JPKJM,"Kameura, Kumamoto",JP,1-------,,,AF
JPKMR,"Kameura, Tokushima",JP,1-------,,,AF
JPKAH,Kamihira,JP,1-------,,,AF
JPKKT,Kamikatetsu,JP,1-------,,,AF
JPKMW,Kamikawaguchi,JP,1-------,,,AF
JPKMM,Kaminato,JP,1-------,,,AF
JPKMF,Kaminofuruta,JP,1-------,,,AF
JPKMK,Kaminokae,JP,1-------,,,AF
JPKOX,Kaminoseki,JP,1-------,,,AF
JPKMU,Kamiura,JP,1-------,,,AF
JPKMY,Kamiyakunagata,JP,1-------,,,AF
JPKMO,Kamo,JP,1-------,,,AF
JPKSE,Kamoise,JP,1-------,,,AF
JPKYK,Kanayaki,JP,1-------,,,AF
JPKNZ,Kanazawa,JP,1-------,,,AF
JPKND,"Kanda, Fukuoka",JP,1-------,,,AF
JPKGU,Kanegusuku,JP,1-------,,,AF
JPKNM,Kanmon,JP,1-------,33.9,130.9167,RQ
JPKJN,Kannonji,JP,1-------,,,AF
JPKRA,Kannoura,JP,1-------,,,AF
JPKKW,Kanokawa,JP,1-------,,,AF
JPKYA,Kanoya,JP,1-------,,,AF
JPKRK,Karakizaki,JP,1-------,,,AF
JPKKA,Karakuma,JP,1-------,,,AF
JPKTM,Karatomari,JP,1-------,,,AF
JPKAR,Karatsu,JP,1-------,,,AF
JPKRY,"Kariya, Saga",JP,1-------,,,AF
JPKRB,Karubi,JP,1-------,,,AF
JPKAN,Karuno,JP,1-------,,,AF
JPKSD,Kasado,JP,1-------,,,AF
JPKSA,Kasaoka,JP,1-------,,,AF
JPKSS,"Kasasa, Kagoshima",JP,1-------,,,AF
JPKSY,"Kasasa, Yamaguchi",JP,1-------,,,AF
JPKAC,Kasaura,JP,1-------,,,AF
JPKDJ,Kasedo,JP,1-------,,,AF
JPKKZ,Kashikojima,JP,1-------,,,AF
JPKSM,"Kashima, Ibaraki",JP,1-------,,,AF
JPKSC,"Kashima, Saga",JP,1-------,,,AF
JPKAE,Kashimae,JP,1-------,,,AF
JPKAO,Kashino,JP,1-------,,,AF
JPKSW,"Kashiwa, Ehime",JP,1-------,,,AF
JPKWZ,Kashiwazaki,JP,1-------,,,AF
JPKXS,Kasumi,JP,1-------,,,AF
JPKAU,Kasumigaura,JP,1-3-----,36.0333,140.2167,RL
JPASU,Kasuya,JP,1----6--,33.6167,130.4833,RL
JPKTZ,Kata,JP,1-------,,,AF
JPKDR,Katadomari,JP,1-------,,,AF
JPKKM,Katakami,JP,1-------,,,AF
JPKTK,Kataku,JP,1-------,,,AF
JPKTS,Katashima,JP,1-------,,,AF
JPKBA,Katasoba,JP,1-------,,,AF
JPKSU,Katsumoto,JP,1-------,,,AF
JPKUR,"Katsuura, Chiba",JP,1-------,,,AF
JPKAT,"Katsuura, Wakayama",JP,1-------,,,AF
JPKCH,"Kawachi, Kumamoto",JP,1-------,,,AF
JPKWC,"Kawachi, Nagasaki",JP,1-------,,,AF
JPKWJ,"Kawajiri, Hiroshima",JP,1-------,,,AF
JPKWR,"Kawajiri, Ibaraki",JP,1-------,,,AF
JPKWA,Kawanazu,JP,1-------,,,AF
JPKWN,Kawanoe,JP,1-------,,,AF
JPKWI,Kawanoishi,JP,1-------,,,AF
JPKAG,Kawarago,JP,1-------,,,AF
JPKWS,Kawasaki,JP,1-------,,,AF
JPKWM,Kawashimo,JP,1-------,,,AF
JPKWT,Kawatana,JP,1-------,,,AF
JPKAW,Kawauchi,JP,1-------,,,AF
JPKZH,Kazuhara,JP,1-------,,,AF
JPKZM,Kazume,JP,1-------,,,AF
JPKZS,Kazusaminato,JP,1-------,,,AF
JPKEB,Kebuki,JP,1-------,,,AF
JPKEC,Kechi,JP,1-------,,,AF
JPKEG,Kegoya,JP,1-------,,,AF
JPKEJ,Keraji,JP,1-------,,,AF
JPKEM,Keruma,JP,1-------,,,AF
JPKSN,Kesennuma,JP,1-------,,,AF
JPKIA,Kiami,JP,1-------,,,AF
JPKIB,Kibe,JP,1-------,,,AF
JPKGJ,Kigasajima,JP,1-------,,,AF
JPKHR,Kihara,JP,1-------,,,AF
JPKII,Kiire,JP,1-------,,,AF
JPKZI,Kijima,JP,1-------,,,AF
JPKKX,Kikaishima,JP,1--4----,28.3167,129.9833,AF
JPKIK,Kikuma,JP,1-------,,,AF
JPKMT,Kimitsu,JP,1-------,,,AF
JPKNN,Kin,JP,1-------,,,AF
JPKIM,Kineshima,JP,1-------,,,AF
JPKJO,Kinjo,JP,1-------,,,AF
JPKNK,Kinkasan,JP,1-------,,,AF
JPKNX,KinNakagusuku,JP,1-------,,,AF
JPKNE,Kinoe,JP,1-------,,,AF
JPKNT,Kinomoto,JP,1-------,,,AF
JPKNU,Kinuura,JP,1-------,,,AF
JPKIN,Kinwan,JP,1-------,,,AF
JPKJR,Kiriishi,JP,1-------,,,AF
JPKRT,Kiritappu,JP,1-------,,,AF
JPKST,Kisakata,JP,1-------,,,AF
JPKNJ,Kisane,JP,1-------,,,AF
JPKZU,Kisarazu,JP,1-------,,,AF
JPKIW,Kisawa,JP,1-------,,,AF
JPKSH,Kishiku,JP,1-------,,,AF
JPKSR,Kishira,JP,1-------,,,AF
JPKDA,Kishiwada,JP,1-------,,,AF
JPKTX,Kita/Kitadaito,JP,1-------,,,AF
JPKDX,Kita/Minamidaito,JP,1-------,,,AF
JPKTN,Kitakami,JP,123-----,39.2833,141.1167,RL
JPKTL,Kitakijima,JP,1-------,,,AF
JPKKJ,Kitakyushu,JP,12345---,33.8333,130.8333,AF
JPKTA,Kitanada,JP,1-------,,,AF
JPGTK,Kitanagoya,JP,1-------,35.2333,136.85,AA
JPKJT,"Kitaura, Akita",JP,1-------,,,AF
JPKIR,"Kitaura, Ehime",JP,1-------,,,AF
JPKTR,"Kitaura, Kagawa",JP,1-------,,,AF
JPKIT,"Kitaura, Miyazaki",JP,1-------,,,AF
JPKSF,Kitsuki,JP,1----6--,33.4167,131.6167,AF
JPKBT,Kobato,JP,1-------,,,AF
JPUKB,Kobe,JP,12345---,34.6833,135.1667,AF
JPKBS,Kobishima,JP,1-------,,,AF
JPKBI,Kobui,JP,1-------,,,AF
JPKCZ,Kochi,JP,1--4----,,,AF
JPKDI,Kodai,JP,1-------,,,AF
JPKDK,Kodakashima,JP,1-------,,,AF
JPKOD,"Kodomari, Aomori",JP,1-------,,,AF
JPKDM,"Kodomari, Kumamoto",JP,1-------,,,AF
JPKUF,Kofu,JP,123--6--,,,RL
JPKGC,Koguchi,JP,1-------,,,AF
JPKOG,"Kogushi, Okayama",JP,1-------,,,AF
JPKGS,"Kogushi, Yamaguchi",JP,1-------,,,AF
JPKOH,Kohama,JP,1-------,24.3333,123.9833,AF
JPKJA,Kohjima,JP,1-------,,,AF
JPKZR,Kohjiro,JP,1-------,,,AF
JPKOO,Kohmen,JP,1-------,,,AF
JPKNR,Kohnoura,JP,1-------,,,AF
JPKFU,Kohtsufukae,JP,1-------,,,AF
JPKTU,Kohtsuura,JP,1-------,,,AF
JPKKL,Kohzaki,JP,1-------,,,AF
JPKOU,Kohzujima,JP,1-------,,,AF
JPKOI,Koike/Uwajima,JP,1-------,,,AF
JPKKB,Kokubo,JP,1-------,,,AF
JPKOK,Kokura,JP,1-3-----,33.8,130.8833,AF
JPKMX,"Komatsu, Yamaguchi",JP,1-------,,,AF
JPKOM,Komatsushima,JP,1-------,,,AF
JPKKO,Komenotsu,JP,1-------,,,AF
JPKMN,Kominato,JP,1-------,,,AF
JPKMD,Komoda,JP,1-------,,,AF
JPKAX,Komoe,JP,1-------,,,AF
JPKKE,Komukae,JP,1-------,,,AF
JPKNI,Konagai,JP,1-------,,,AF
JPKOF,Konan,JP,1-------,,,AF
JPKNB,Konbukariishi,JP,1-------,,,AF
JPKNY,Koniya,JP,1-------,,,AF
JPKON,Konoshima,JP,1-------,,,AF
JPKNO,Konoura,JP,1-------,,,AF
JPKOS,Kose,JP,1-------,,,AF
JPAPP,Koshi,JP,1----6--,32.8833,130.7833,AF
JPKJJ,Koshima,JP,1-------,,,AF
JPKSX,Kosuki,JP,1-------,,,AF
JPKTJ,Kotakarajima,JP,1-------,,,AF
JPJKT,Kotoura,JP,1-------,,,AF
JPKTO,Kottoi,JP,1-------,,,AF
JPKOR,"Koura, Kagawa",JP,1-------,,,AF
JPKJU,"Koura, Kagoshima",JP,1-------,,,AF
JPKKR,Kouri,JP,1-------,,,AF
JPKWX,Kowa,JP,1-------,,,AF
JPKOY,Koyoh/Etajima,JP,1-------,,,AF
JPKYO,Koyoh/Kawajiri,JP,1-------,,,AF
JPKOB,Koza,JP,1-------,,,AF
JPKZJ,Kozai,JP,1-------,,,AF
JPKZE,Kozera,JP,1-------,,,AF
JPKZK,Kozukushi,JP,1-------,,,AF
JPKOZ,Kozuna,JP,1-------,,,AF
JPKBU,Kubuki,JP,1-------,,,AF
JPKBR,Kubura,JP,1-------,,,AF
JPKCF,Kuchinofukuura,JP,1-------,,,AF
JPKUC,Kuchinotsu,JP,1-------,,,AF
JPKJD,Kudadon,JP,1-------,,,AF
JPKUD,Kudamatsu,JP,1-------,,,AF
JPKUG,Kugui,JP,1-------,,,AF
JPKJI,"Kuji, Iwate",JP,1-------,,,AF
JPKKU,"Kuji, Kagoshima",JP,1-------,,,AF
JPKRR,Kujiragaura,JP,1-------,,,AF
JPKGB,Kuka,JP,1-------,,,AF
JPKGE,Kumage,JP,1-------,,,AF
JPKGO,Kumago,JP,1-------,,,AF
JPKMJ,Kumamoto,JP,1--4----,,,AF
JPKUU,Kumanoe,JP,1-------,,,AF
JPKMS,Kumeshima,JP,1-------,,,AF
JPKMH,Kumihama,JP,1-------,,,AF
JPKNH,Kunehama,JP,1-------,,,AF
JPKNG,Kuniga,JP,1-------,,,AF
JPKNS,Kunisaki,JP,1-------,,,AF
JPKHS,Kurahashi,JP,1-------,,,AF
JPKRC,Kuramai,JP,1-------,,,AF
JPKRN,Kuranotani,JP,1-------,,,AF
JPKRE,"Kure, Hiroshima",JP,1-------,,,AF
JPKUE,"Kure, Kochi",JP,1-------,,,AF
JPKRH,Kurihama,JP,1-------,,,AF
JPKRU,Kurii,JP,1-------,,,AF
JPKHJ,Kurimamaehama,JP,1-------,,,AF
JPKRI,Kurio,JP,1-------,,,AF
JPKRD,Kuroda,JP,1-------,,,AF
JPKRX,Kuroi,JP,1-------,,,AF
JPKRM,Kurokami,JP,1-------,,,AF
JPKUX,Kuronohama,JP,1-------,,,AF
JPKSK,Kurosaki,JP,1-------,,,AF
JPKRJ,"Kuroshima, Okinawa",JP,1-------,,,AF
JPKRS,Kurushima,JP,1-------,,,AF
JPKKK,Kushiku,JP,1-------,,,AF
JPKUH,Kushiro,JP,1--4----,,,AF
JPKSB,Kusubo,JP,1-------,,,AF
JPKXK,Kusukawa,JP,1-------,,,AF
JPKUT,Kute,JP,1-------,,,AF
JPKTG,Kutsugata,JP,1-------,,,AF
JPKNA,Kuwana,JP,1-------,,,AF
JPKUW,Kuwanoura,JP,1-------,,,AF
JPKYM,Kuyama,JP,1-------,,,AF
JPKUZ,Kuzu,JP,1-------,,,AF
JPMAD,Maedomari/Iheya,JP,1-------,,,AF
JPMDR,Maedomari/Tarama,JP,1-------,,,AF
JPMHM,Maehama,JP,1-------,,,AF
JPMMA,Maenohama,JP,1-------,,,AF
JPMER,Maeura,JP,1-------,,,AF
JPMMM,Mageshimamisaki,JP,1-------,,,AF
JPMGM,Magome,JP,1-------,,,AF
JPMGC,Maguchi,JP,1-------,,,AF
JPMGU,Magusa,JP,1-------,,,AF
JPMAI,Maizuru,JP,1-------,,,AF
JPMKG,Makigawa,JP,1-------,,,AF
JPMAK,Makiyama,JP,1-------,,,AF
JPMKK,Makurazaki,JP,1-------,,,AF
JPMNA,Manazuru,JP,1-------,,,AF
JPMAR,Marugame,JP,1-------,,,AF
JPMAB,Maruichibi,JP,1-------,,,AF
JPMWA,Maruiwa,JP,1-------,,,AF
JPMRU,Maruo,JP,1-------,,,AF
JPMAS,Masaki,JP,1-------,,,AF
JPMSK,Mashike,JP,1-------,,,AF
JPMDJ,"Masuda, Kagoshima",JP,1-------,,,AF
JPMSD,"Masuda, Shimane",JP,1-------,,,AF
JPMAM,Matama,JP,1-------,,,AF
JPMAG,Mategata,JP,1-------,,,AF
JPMTY,Matoya,JP,1-------,,,AF
JPMTE,Matsue,JP,1-------,,,AF
JPMGA,Matsugaura,JP,1-------,,,AF
JPMTM,Matsumae,JP,1-------,,,AF
JPMNG,Matsunaga,JP,1-------,,,AF
JPMAO,Matsuo,JP,1-------,,,AF
JPMSA,Matsusaka,JP,1-------,,,AF
JPMRA,"Matsushima, Miyagi",JP,1-------,,,AF
JPMAT,"Matsushima, Nagasaki",JP,1-------,,,AF
JPMSS,"Matsushima, Okayama",JP,1-------,,,AF
JPMAU,"Matsuura, Kagoshima",JP,1-------,,,AF
JPMTS,"Matsuura, Nagasaki",JP,1-------,,,AF
JPMTU,"Matsuura, Oita",JP,1-------,,,AF
JPMYJ,Matsuyama,JP,1--4----,,,AF
JPMTZ,Matsuzaki,JP,1-------,,,AF
JPMWR,Mawari,JP,1-------,,,AF
JPMBR,Mebaruzaki,JP,1-------,,,AF
JPMEG,Megi,JP,1-------,,,AF
JPMGS,Megoshima,JP,1-------,,,AF
JPMEN,Mei,JP,1-------,,,AF
JPMEI,Meihama,JP,1-------,,,AF
JPMET,Meitsu,JP,1-------,,,AF
JPMSI,MieShikimi,JP,1-------,,,AF
JPMHR,Mihara,JP,1-------,,,AF
JPMIH,Mihonoseki,JP,1-------,,,AF
JPMHN,Mihowan,JP,1-------,,,AF
JPMII,"Miike, Fukuoka",JP,1-------,,,AF
JPMIJ,"Miike, Tokyo",JP,1-------,,,AF
JPMKM,Mikame,JP,1-------,,,AF
JPMKW,Mikawa,JP,1-------,,,AF
JPMKJ,Mikisato,JP,1-------,,,AF
JPMKR,Mikurajima,JP,1-------,,,AF
JPMMT,Mimitsu,JP,1-------,,,AF
JPMIN,Minamata,JP,1-------,,,AF
JPMNM,Minami,JP,1-------,,,AF
JPMMD,Minamidaito,JP,1--4----,25.8333,131.2333,AF
JPMNT,"Minato, Hyogo",JP,1-------,,,AF
JPMNE,Mine,JP,1-------,,,AF
JPMNY,Minmaya,JP,1-------,,,AF
JPMNJ,Minna/Motobu,JP,1-------,,,AF
JPMNN,Minna/Tarama,JP,1-------,,,AF
JPMSX,"Misaki, Ehime",JP,1-------,,,AF
JPMIK,"Misaki, Kanagawa",JP,1-------,,,AF
JPMKI,"Misaki, Kochi",JP,1-------,,,AF
JPMST,Misato,JP,1-------,,,AF
JPMKX,"Mishima, Kawanoe",JP,1-------,,,AF
JPMSR,Mishiro,JP,1-------,,,AF
JPMSO,Misho,JP,1-------,,,AF
JPMIS,"Misumi, Kumamoto",JP,1-------,,,AF
JPMMI,"Misumi, Shimane",JP,1-------,,,AF
JPMXT,Mita,JP,1-------,,,AF
JPMTC,Mitachi,JP,1-------,,,AF
JPMJR,Mitajiri,JP,123-----,34.0333,131.5833,AF
JPMIT,"Mitaka, Hiroshima",JP,1-------,,,AF
JPMTI,Mitarai,JP,1-------,,,AF
JPMQT,"Mito, Kagawa",JP,1-------,,,AF
JPMTH,Mitsuhama,JP,1-------,,,AF
JPMKS,Mitsukoshima,JP,1-------,,,AF
JPMTK,Mitsukue,JP,1-------,,,AF
JPMIR,Miura/Mitsushima,JP,1-------,,,AF
JPMYG,Miyagahama,JP,1-------,,,AF
JPMYI,Miyagi,JP,1-3-----,36.4333,139.1667,RL
JPMYK,"Miyako, Iwate",JP,1-------,,,AF
JPMMY,Miyakojima,JP,1--4----,24.7833,125.3,AF
JPMUY,"Miyanoura, Kagawa",JP,1-------,,,AF
JPMNR,"Miyanoura, Nagasaki",JP,1-------,,,AF
JPMYN,Miyanoura/Azuma,JP,1-------,,,AF
JPMNO,Miyanoura/Kamiyaku,JP,1-------,,,AF
JPMYU,Miyaura,JP,1-------,,,AF
JPMZK,"Miyazaki, Ehime",JP,1-------,,,AF
JPKMI,"Miyazaki, Miyazaki",JP,1--4----,,,AF
JPMIY,Miyazu,JP,1-------,,,AF
JPMYT,"Miyoshi, Tokushima",JP,1----6--,34.0167,133.8,AF
JPMZS,Mizusaki,JP,1-------,,,AF
JPMIZ,Mizushima,JP,1-------,,,AF
JPMCD,Mochidoi,JP,1-------,,,AF
JPMCH,Mochiishi,JP,1-------,,,AF
JPMOG,Mogi,JP,1-------,,,AF
JPMGN,Mogine,JP,1-------,,,AF
JPMOJ,Moji/Kitakyushu,JP,123-5---,33.9,130.9667,AF
JPMBE,Monbetsu/Abashiri,JP,1-------,,,AF
JPMOX,Monoi,JP,1-------,,,AF
JPMRK,Morakui,JP,1-------,,,AF
JPMOR,Mori,JP,1-------,,,AF
JPMRG,Moriage,JP,1-------,,,AF
JPMOO,Morie,JP,1-------,,,AF
JPMRH,Morinohama,JP,1-------,,,AF
JPMOM,Morodomi,JP,1-------,,,AF
JPMRZ,Morozaki,JP,1-------,,,AF
JPMBT,Motobu,JP,1-------,,,AF
JPMOT,Motomachi,JP,1-------,,,AF
JPMTO,Motoura/Azuma,JP,1-------,,,AF
JPMOU,Motoura/Toshima,JP,1-------,,,AF
JPMZR,Motozaru,JP,1-------,,,AF
JPMUG,Mugi,JP,1-------,,,AF
JPMUK,Mukaishima,JP,1-------,,,AF
JPMKA,Mukata,JP,1-------,,,AF
JPMKU,Mukunoura,JP,1-------,,,AF
JPMRE,Mure,JP,1-------,,,AF
JPMRO,Murokita,JP,1-------,,,AF
JPMRM,Muromoto,JP,1-------,,,AF
JPMUR,Muroran,JP,1-------,,,AF
JPMRJ,Murotomisaki,JP,1-------,,,AF
JPMRS,"Murotsu, Hyogo",JP,1-------,,,AF
JPMUX,"Murotsu, Kochi",JP,1-------,,,AF
JPMRT,"Murotsu, Yamaguchi",JP,1-------,,,AF
JPMZM,Murozumi,JP,1-------,,,AF
JPMSH,Musashi,JP,1-------,,,AF
JPMYX,"Muta, Nagasaki",JP,1-------,31.8167,130.2667,AF
JPMUT,Mutsuogawara,JP,1-------,,,AF
JPMTR,Mutsure,JP,1-------,,,AF
JPMYA,Muya,JP,1-------,,,AF
JPNAR,Naarai,JP,1-------,,,AF
JPNAD,Nadahama,JP,1-------,,,AF
JPNDY,Nadayama,JP,1-------,,,AF
JPNEX,"Nagae, Ehime",JP,1-------,,,AF
JPNGE,"Nagae, Shimane",JP,1-------,,,AF
JPNGH,"Nagahama, Ehime",JP,1-------,,,AF
JPNMA,"Nagahama, Kagoshima",JP,1-------,,,AF
JPNHM,"Nagahama, Shiga",JP,1-------,,,AF
JPNAG,"Nagahama, Shimane",JP,1-------,,,AF
JPNGG,Nagame,JP,1-------,,,AF
JPNGY,Nagaokakyo,JP,1-------,34.9333,135.7,AA
JPNAB,Nagara,JP,1-------,,,AF
JPNGA,"Nagareyama, Chiba",JP,1----6--,35.85,139.9,AF
JPNGS,Nagasaki,JP,1--4----,,,AF
JPNHN,Nagasakinohana,JP,1-------,,,AF
JPNSA,Nagashima,JP,1-------,,,AF
JPNGU,"Nagasu, Kumamoto",JP,1-------,,,AF
JPNSU,"Nagasu, Oita",JP,1-------,,,AF
JPNAA,"Nagaura, Nagasaki",JP,1-------,,,AF
JPNGR,Nagaura/Yokosuka,JP,1-------,,,AF
JPMGY,Nagayama,JP,1-------,,,AF
JPNAY,Nagayo,JP,1-------,,,AF
JPNGM,Nagimi,JP,1-------,,,AF
JPNOA,Nago,JP,1-------,26.5833,127.9667,RL
JPNGD,Nagouda,JP,1-------,,,AF
JPNGO,"Nagoya, Aichi",JP,1--45---,,,AF
JPNAH,"Naha, Okinawa",JP,1--45---,,,AF
JPNHI,Nahari,JP,1-------,,,AF
JPNGN,Naigainoura,JP,1-------,,,AF
JPNKD,Nakada,JP,1-------,,,AF
JPNAK,Nakagusuku,JP,1-------,,,AF
JPNHA,"Nakahama, Hiroshima",JP,1-------,,,AF
JPNKJ,"Nakahama, Kyoto",JP,1-------,,,AF
JPNKH,"Nakahama, Tottori",JP,1-------,,,AF
JPNJM,Nakajima,JP,1-------,,,AF
JPNKK,Nakakoshiki,JP,1-------,,,AF
JPNKL,"Nakama, Kagoshima",JP,1-------,,,AF
JPNKM,"Nakama, Okinawa",JP,1-------,,,AF
JPNMC,Nakamichi,JP,1-3--6--,35.5833,138.5833,RL
JPNMT,Nakaminato,JP,1-------,,,AF
JPNKX,Nakanosaku,JP,1-------,,,AF
JPNAN,Nakanoseki,JP,1-------,34.0,131.5333,RL
JPNKS,Nakanoshima,JP,1-------,,,AF
JPSXZ,Nakanoto,JP,1----6--,36.9833,136.9,AF
JPNKN,Nakanoura,JP,1-------,,,AF
JPNKZ,Nakashima,JP,1-------,,,AF
JPNKT,"Nakata, Hiroshima",JP,1-------,,,AF
JPNTX,"Nakata, Kumamoto",JP,1-------,,,AF
JPNAT,Nakatsu,JP,1-------,,,AF
JPNKY,Nakayama,JP,1-------,,,AF
JPNKR,Nakiri,JP,1-------,,,AF
JPNAM,Nama,JP,1-------,,,AF
JPNIT,Namikata,JP,1-------,,,AF
JPNNO,Nanao,JP,1-------,,,AF
JPNNT,Nanatsugama,JP,1-------,,,AF
JPNTY,Nanatsuyama,JP,1-------,,,AF
JPNKO,Nanko,JP,1-------,,,AF
JPNAO,Naoetsu,JP,1-------,,,AF
JPNAS,Naoshima,JP,1-------,,,AF
JPNRO,Narao,JP,1-------,,,AF
JPNAI,Narashino,JP,1-------,35.6667,140.0167,RL
JPNRS,Narushima,JP,1-------,,,AF
JPNRU,Naruto,JP,1-------,,,AF
JPNSX,Nasa,JP,1-------,,,AF
JPNAZ,Naze,JP,1-------,,,AF
JPNGI,Neghishi/Yokohama,JP,1-------,,,AF
JPNEJ,Nejime,JP,1-------,,,AF
JPNEM,Nemuro,JP,1-------,,,AF
JPNNK,Nenokuchi,JP,1-------,,,AF
JPNEO,Neo,JP,1-------,,,AF
JPNEZ,Nezugaseki,JP,1-------,,,AF
JPNIC,Nichinan,JP,1-------,,,AF
JPNXG,Nigishima,JP,1-------,,,AF
JPNIX,Nii,JP,1-------,,,AF
JPKIJ,Niigata,JP,1-------,,,AF
JPNIH,Niigatahigashi,JP,1-------,,,AF
JPNIN,Niigatanishi,JP,1-------,,,AF
JPIHA,Niihama,JP,1--4----,,,AF
JPNIJ,Niijima,JP,1-------,,,AF
JPXCA,Niikappu,JP,1----6--,42.3667,142.3167,AF
JPNIK,Nikaho,JP,1----6--,39.3833,140.0833,RQ
JPNIM,Nima,JP,1-------,,,AF
JPNIO,Nio,JP,1-------,,,AF
JPNID,Nishi/Kitadaito,JP,1-------,,,AF
JPNDI,Nishi/Minamidaito,JP,1-------,,,AF
JPNSB,Nishibe,JP,1-------,,,AF
JPNSI,Nishiesan,JP,1-------,,,AF
JPNHR,Nishihara,JP,1-------,,,AF
JPNST,Nishikata,JP,1-------,,,AF
JPNSK,Nishiki,JP,1-------,,,AF
JPMAW,Nishimaizuru,JP,1-------,,,AF
JPNSM,Nishimura,JP,1-------,,,AF
JPNIS,Nishinaka,JP,1-------,,,AF
JPNYA,Nishinomiya,JP,1-3-----,,,AF
JPIIN,Nishinoomote,JP,1--4----,,,AF
JPNSH,Nishishioya,JP,1-------,,,AF
JPNTO,Nishitokyo,JP,1----6--,34.7333,139.5333,RQ
JPNUR,Nishiura,JP,1-------,,,AF
JPNIA,Nita,JP,1-------,,,AF
JPNOB,Nobeoka,JP,1-------,,,AF
JPNBS,Nobeokashinko,JP,1-------,,,AF
JPRBN,Noboribetsu,JP,1-------,42.45,141.1667,AA
JPNBU,Nobu/Mitsushima,JP,1-------,,,AF
JPNOU,Noh,JP,1-------,,,AF
JPNOH,Nohara,JP,1-------,,,AF
JPNHJ,Noheji,JP,1-------,,,AF
JPNQH,Noho,JP,1-------,,,AF
JPNJR,Nojiri,JP,1-------,,,AF
JPNMK,Nomaike,JP,1-------,,,AF
JPNMI,Nomi,JP,1-------,,,AF
JPNOM,Nomizaki,JP,1-------,,,AF
JPNON,Nonohama,JP,1-------,,,AF
JPNSR,Noshiro,JP,1-------,,,AF
